NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	CONCEPTICON_POS
49	hair; feathers	1040	HAIR	noun
50	hair of body or head	1256	HEAD	noun
51	hand	1277	HAND	noun
52	arm; side; edge, border	1673	ARM	noun
53	forearm, hand; power, violence, possession	1277	HAND	noun
54	hand, arm, forepaw; power	1277	HAND	noun
55	head	1256	HEAD	noun
56	head; servant, slave; top, summit; beginning	1256	HEAD	noun
57	head; person; beginning; leader, chief	1256	HEAD	noun
58	head; top, summit; point; beginning	1256	HEAD	noun
59	skull	1605	SKULL	noun
60	skull, crown	1605	SKULL	noun
61	part of the back of the neck that is between the ears			
62	to hear	1408	HEAR	verb
63	to hear, to listen, to obey	1408	HEAR	verb
64	to hear; to obey; to understand	1408	HEAR	verb
65	to hear, listen to; to hearken; to obey	1408	HEAR	verb
66	heart	1223	HEART	noun
67	heart; one's inner self; inclination, disposition, will, intention; reason	1223	HEART	noun
68	heart, inside of the body; center, pith, inside; cake	1223	HEART	noun
69	what is in the inside; understanding, intelligence, mind	1562	MIND	noun
70	heart; mind	1223	HEART	noun
71	heart, middle of the body	1223	HEART	noun
72	middle, center, middle part	1093	MIDDLE	noun
73	thought, wish	2975	THOUGHT	noun
74	horn	1393	HORN (ANATOMY)	noun
75	I	1209	I	other
76	knee	1371	KNEE	noun
77	knee, lap	1371	KNEE	noun
78	knee; bowing down, genuflection; middle part of plow	1371	KNEE	noun
79	to kneel	66	KNEEL	verb
80	liver	1224	LIVER	noun
81	emotions, thought, mind, spirit	1562	MIND	noun
82	liver; anger	1224	LIVER	noun
83	middle, interior	1093	MIDDLE	noun
84	liver, stomach, belly	1224	LIVER	noun
85	intestines, entrails	1991	INTESTINES	noun
86	liver (examined by the haruspex), liver model; omen	107	OMEN	noun
87	entrails, intestines	1991	INTESTINES	noun
88	intestines	1991	INTESTINES	noun
89	intestine	1991	INTESTINES	noun
90	mouth	674	MOUTH	noun
91	mouth; opening	674	MOUTH	noun
92	mouth; opening; flesh (of fruit); sharp edge (of sword)	674	MOUTH	noun
93	name	1405	NAME	noun
94	name; fame, glory; person	1405	NAME	noun
95	new	1231	NEW	adjective
96	new; young	1231	NEW	adjective
97	to cut, to make an incision	1432	CUT	verb
98	to chop	155	CHOP	verb
99	to make incisions upon oneself			
100	to cut off			
101	to cut, to cut off	1432	CUT	verb
102	night	1233	NIGHT	noun
103	evening	1629	EVENING	noun
104	to lie down	215	LIE DOWN	verb
105	bone	1394	BONE	noun
106	flank, thigh; innermost part; family, race	471	UPPER LEG (THIGH)	noun
107	earth	1228	EARTH (SOIL)	noun
108	earth, land; ground floor; bottom	1228	EARTH (SOIL)	noun
109	earth, land	626	LAND	noun
110	soil; soft surface of the earth used for cultivation and as a building material (soil, dust)	1228	EARTH (SOIL)	noun
111	soil	1228	EARTH (SOIL)	noun
112	dust; earth, soil	2	DUST	noun
113	to be dark	706	DARK	adjective
114	to be troubled, blurred or dark	706	DARK	adjective
115	to be clouded; to be confused	3858	CONFUSED	adjective
116	not	1240	NOT	other
117	no, not	2279	NO OR NOT	other
118	no	1269	NO	other
119	one	1493	ONE	numeral
120	one (?)	1493	ONE	numeral
121	eleven	1706	ELEVEN	numeral
122	seed	714	SEED	noun
123	seed; offspring, descendants	714	SEED	noun
124	seed; sowing; offspring, family	714	SEED	noun
125	to sow	748	SOW SEEDS	verb
126	to sow, to cast seed	748	SOW SEEDS	verb
127	seed, grain	714	SEED	noun
128	to sow, to seed	748	SOW SEEDS	verb
129	star	1430	STAR	noun
130	star; kind of collyrium	1430	STAR	noun
131	sun	1343	SUN	noun
132	sun; type of lizard; gold	1343	SUN	noun
133	tail	1220	TAIL	noun
134	tail, rear part	1220	TAIL	noun
135	tail; farthest part	1220	TAIL	noun
136	tail, anus	1220	TAIL	noun
137	this, that; the one who/which/that	1214	THIS	other
138	the one(s) of; who, whom, he who; the (one) who/which/that (determinative/relative functor, masc. sg.)	1235	WHO	other
139	the one(s) of; who, whom, he who; the (one) who/which/that (determinative/relative functor, fem. sg.)	1235	WHO	other
140	the one(s) of; who, whom, he who; the (one) who/which/that (determinative/relative functor, pl.)	1235	WHO	other
141	that (man) there			
142	this	1214	THIS	other
143	who, which (relative pronoun, masc. sg.)	1235	WHO	other
144	that	78	THAT	other
145	this (masc.)	1214	THIS	other
146	this (fem.)	1214	THIS	other
147	who, that, which (relative pronoun, masc. sg.)	1235	WHO	other
148	that (masc.)	78	THAT	other
149	this, this one (masc.)	1214	THIS	other
150	(deictic element)			
151	thou (masc. sg.)	1215	THOU	other
152	you	1213	YOU	other
153	thou	1215	THOU	other
154	you (masc. sing.)	1213	YOU	other
155	you (sg.)	1215	THOU	other
156	thou (masc.)	1215	THOU	other
157	tongue	1205	TONGUE	noun
158	tongue, language	1205	TONGUE	noun
159	tongue, language, spit of land	1205	TONGUE	noun
160	to lick	319	LICK	verb
161	to taste, to lick	319	LICK	verb
162	tooth	1380	TOOTH	noun
163	molar tooth	1049	MOLAR TOOTH	noun
164	protuberance			
165	to grow shoots, branches			
166	tooth; molar	1380	TOOTH	noun
167	canine tooth			
168	floating rib or cartilage at the tip of the rib			
169	two	1498	TWO	numeral
170	the next day			
171	both			
172	water	948	WATER	noun
173	water; mail semen, menstrual fluid; urine	948	WATER	noun
174	we	1212	WE	other
175	who?	1235	WHO	other
176	who	1235	WHO	other
177	bark	1204	BARK	noun
178	skin, peel (of a fruit)	763	SKIN	noun
179	scale, scaly skin, tortoise shell; husk, rind, bark, peel	1204	BARK	noun
180	cortex, squama, putamen			
181	bark, shell, scale, peel	1204	BARK	noun
182	ˀalqišr (bark, peel)	275	PEEL	verb
183	to peel, decorticate	275	PEEL	verb
184	belly, stomach	2114	BELLY OR STOMACH	noun
185	stomach, belly, womb, body; mind, heart, desire; inner or lower side	1223	HEART	noun
186	belly	1251	BELLY	noun
187	belly, stomach; womb, uterus	1251	BELLY	noun
188	ventricle, stomach, belly, uterus; stomach (of animals, esp. ruminant)	1251	BELLY	noun
189	belly, stomach, womb, abdomen; interior (of ship, ark, vessel)	1251	BELLY	noun
190	fire	221	FIRE	noun
191	fire; abscess, inflammation	221	FIRE	noun
192	to be bright, to shine	708	SHINE	verb
193	light	630	LIGHT (RADIATION)	noun
194	fire, conflagration	221	FIRE	noun
195	green	1425	GREEN	adjective
196	yellow, green (as a natural color)	1424	YELLOW	adjective
197	yellow	1424	YELLOW	adjective
198	green, greenery	1425	GREEN	adjective
199	greenish, palegreen			
200	green, livid; herbs, vegetables; egg yolk	1425	GREEN	adjective
201	ashcolored			
202	leaf	628	LEAF	noun
203	silver coins			
204	gold	1369	GOLD	noun
205	straw, grass	606	GRASS	noun
206	herb, grass, vegetation, straw	606	GRASS	noun
207	to know	3626	KNOW	verb
208	knowing someone, expert, wise,competent, learned; acquaintance, person known	698	WISE	adjective
209	to know; to discern, recognize; to cohabit with	3626	KNOW	verb
210	I do not know; perhaps, probably	2278	PERHAPS	other
211	to make know, inform			
212	moon	1313	MOON	noun
213	moon, new moon; month	1313	MOON	noun
214	month	1370	MONTH	noun
215	moon, month	2463	MOON OR MONTH	noun
216	(a characteristic such as brilliance)			
217	little moons (as amulets or jewelry)			
218	the new moon, when it appears	3691	NEW MOON	noun
219	moon, first day of the month	1313	MOON	noun
220	nose	1221	NOSE	noun
221	nose; tip, crown, end, rind, edge; spur of land	1221	NOSE	noun
222	root	670	ROOT	noun
223	root, base, foundation	670	ROOT	noun
224	origin, source, root	670	ROOT	noun
225	small thorny trees			
226	small thorny tree			
227	stone	857	STONE	noun
228	rock, stone, gem; small building	857	STONE	noun
229	tree	906	TREE	noun
230	tree; timber, lumber, wood; aromatic wood; wooded area	906	TREE	noun
231	tree, shrub, bush; wood; stick, staff (of spear)	906	TREE	noun
232	woman	962	WOMAN	noun
233	wife	1199	WIFE	noun
234	woman, wife	962	WOMAN	noun
235	female, feminine	1551	FEMALE	adjective
236	woman, wife, female	962	WOMAN	noun
237	man; son; lord	1554	MAN	noun
238	son	1620	SON	noun
239	man	1554	MAN	noun
240	bird	937	BIRD	noun
241	divination from birds, augury			
242	bird, birds; insect; name of a star	937	BIRD	noun
243	to divine by observing the flight of birds			
244	to strike, beat	353	STRIKE	verb
245	to hit, to wound, to strike	1433	HIT	verb
246	to kill	1417	KILL	verb
247	weaver	3637	WEAVER	noun
248	to smash			
249	to strike, to knock	353	STRIKE	verb
250	to smite, to cut, to destroy	1432	CUT	verb
251	(to be) good	1035	GOOD	adjective
252	good, sweet, fresh, aromatic, benevolent	1035	GOOD	adjective
253	good	1035	GOOD	adjective
254	good; merry; pleasant; in order, usable	1035	GOOD	adjective
255	good; valuable, precious; cost, worth	1035	GOOD	adjective
256	pleasant, delightful, delicious, sweet	717	SWEET	adjective
257	to go to and fro			
258	to prowl, to make one’s rounds, to turn about			
259	to give	1447	GIVE	verb
260	to be long	1203	LONG	adjective
261	long, tall	1203	LONG	adjective
262	lenght			
263	long	1203	LONG	adjective
264	long, extending; longlasting	1203	LONG	adjective
265	to keep in a place, to remain, to continue	987	REMAIN	verb
266	neck	1333	NECK	noun
267	neck, hump of camel; mountain ridge	1333	NECK	noun
268	side of the neck; bank of a river			
269	to sit	1416	SIT	verb
270	to sit down physically; to reside and live somewhere			
271	to sit down, to sit; to dwell	1416	SIT	verb
272	to sit; to remain; to inhabit; to settle	1416	SIT	verb
273	to jump	1829	JUMP	verb
274	to take a wife, to marry	203	MARRY	verb
275	to walk	1443	WALK	verb
276	to go; to move; to proceed	695	GO	verb
277	to go, walk	695	GO	verb
278	to go back, return; (pa.) to walk	581	COME BACK	verb
279	to perish, to become in a bad state; to die	1494	DIE	verb
280	day	1225	DAY (NOT NIGHT)	noun
281	today	1283	TODAY	other
282	lion	1386	LION	noun
283	lioness			
284	to be similar	1558	SIMILAR	adjective
285	equal amount, equivalent			
286	to steal	713	STEAL	verb
287	to steal; to act as a thief	713	STEAL	verb
288	to be dark, black	163	BLACK	adjective
289	black, dark	163	BLACK	adjective
290	darkness	11	DARKNESS	noun
291	gloom			
292	to oppress, wrong; to accuse falsely	401	OPPRESS	verb
293	to act wrongfully, IV. to become dark			
294	to reach	1387	ARRIVE	verb
295	to be sufficient, to be equal to, to amount to, (D) to make reach to			
296	to come	1446	COME	verb
297	to meet, to run into	1831	MEET	verb
298	to reach, to meet, to find	719	FIND	verb
299	to arrive, reach; to happen	1387	ARRIVE	verb
300	fat, oil	2551	ORGANIC FAT OR OIL	noun
301	oil, fat	323	FAT (ORGANIC SUBSTANCE)	noun
302	fat; vegetable oil	323	FAT (ORGANIC SUBSTANCE)	noun
303	vegetable oil; fat	323	FAT (ORGANIC SUBSTANCE)	noun
304	fat	323	FAT (ORGANIC SUBSTANCE)	noun
305	(clarified) butter	1245	BUTTER	noun
306	to tear, to pierce, to bore	1501	BORE	verb
307	to deflower; to rape	953	RAPE	noun
308	to bore through			
309	to pierce, to make  a hole	398	PIERCE	verb
310	to pierce, to bore	1501	BORE	verb
311	to disjoin, to separate	1359	SEPARATE	verb
312	husband or man	1554	MAN	noun
313	husband	1200	HUSBAND	noun
314	man, human being, husband	1554	MAN	noun
315	men, persons	1554	MAN	noun
316	to be low	721	LOW	adjective
317	to bend down, stoop, plunge oneself			
318	to become low, go deep			
319	to be low, depressed	3973	DEPRESSED	adjective
320	plain	652	PLAIN	noun
321	to be high, to grow	479	GROW	verb
322	to grow (in size or age)	479	GROW	verb
323	to grow old			
324	to break	680	BREAK (DESTROY OR GET DESTROYED)	verb
325	to be victorious, to vanquish			
326	to break, to demolish; to make a gap	680	BREAK (DESTROY OR GET DESTROYED)	verb
327	to violate, to break, to frustrate	680	BREAK (DESTROY OR GET DESTROYED)	verb
328	to (en)trust, to rely	3902	TRUST (SOMEBODY)	verb
329	to trust	3902	TRUST (SOMEBODY)	verb
330	overseer (person in charge of a group of soldiers, workers or craftsmen)			
331	to believe, to be sure	1890	BELIEVE	verb
332	II. to appoint as one’s deputy			
333	fidere, confidere (to trust, believe, confide)	1890	BELIEVE	verb
334	confisus, fretus (relying, depending, trusting)			
335	sea	1474	SEA	noun
336	sea, ocean, lake	624	LAKE	noun
337	primordial ocean, abyss			
338	primaeval ocean, primaeval flood; flood, deluge	613	HIGH TIDE	noun
339	wave; sea; abyss	1474	SEA	noun
340	a certain land ... extending to the sea (Tihámeh)			
341	leg	1297	LEG	noun
342	thigh	471	UPPER LEG (THIGH)	noun
343	foot	1301	FOOT	noun
344	to be full (of forearm, vessel); to be fullformed, thick (of  woman)	1429	FULL	adjective
345	(jugular) vein, trachea	1924	VEIN	noun
346	gullet			
347	trachea, larynx, throat	1346	THROAT	noun
348	the large blood vessel, jugular vein			
349	artery, vein; stem, trunk	1924	VEIN	noun
350	veine; veine jugulaire (de chaque côté du cou) (vein; jugular vein (on either side of the neck)			
351	to shake; to move; to jump	1829	JUMP	verb
352	to disappear; to cease to exist	485	DISAPPEAR	verb
353	to slip; to move away	1324	SLIP	verb
354	to put in the state of agitation			
355	to go away; to depart; to pass away; to shift	1752	LEAVE	verb
356	to move; be shaken; to swing; to be agitated	765	MOVE	verb
357	(front part of) body; chest, belly; interior	1251	BELLY	noun
358	figure, shape	3747	SHAPE	noun
359	back	1291	BACK	noun
360	body, corpse	1480	BODY	noun
361	intestina, viscera			
362	breast	1402	BREAST	noun
363	inside; interior	1606	INSIDE	other
364	to have a breast disease			
365	area between the thighs, lap	3263	LAP	noun
366	to be steadfast, sure, reliable	509	CERTAIN	adjective
367	to be firm in place, to remain stationary, to be reliable, correct	1725	CORRECT (RIGHT)	adjective
368	yes	1268	YES	other
369	correct, right, certain	1019	RIGHT	adjective
370	to fumigate			
371	smoke	778	SMOKE (EXHAUST)	noun
372	to make a sacrifice, to go up in smoke			
373	to exhale a scent; to smoke	1689	SMOKE (INHALE)	verb
374	aloewood with which one fumigates			
375	to see, to look, to observe	1409	SEE	verb
376	to see, behold	1409	SEE	verb
377	to divine from the flight of birds			
378	vessel, receptacle			
379	bewegliche Habe (moveable property)			
380	vessel; tools, equipment	1361	TOOL	noun
381	ships, fleet			
382	vessel			
383	port	610	PORT	noun
384	vessel, utensil, instrument	1361	TOOL	noun
385	to be massive, compact, heavy	1210	HEAVY	adjective
386	(etp.) to be drawn together, pressed together			
387	to be hard, strong	785	STRONG	adjective
388	bee	665	BEE	noun
389	to go down	2014	GO DOWN (DESCEND)	verb
390	to go out	1107	GO OUT	verb
391	offspring, descendant	490	DESCENDANTS	noun
392	to sprout, grow; to exist	2076	SPROUT (VERB)	verb
393	origin, root, stock; abundance of offspring	670	ROOT	noun
394	shoots			
395	womb; compassion, pity, kindness	804	WOMB	noun
396	womb; pity, compassion, mercy	804	WOMB	noun
397	womb	804	WOMB	noun
398	uterus, womb	804	WOMB	noun
399	to be compassionate			
400	to take pity, to have mercy			
401	(qal, pi.) to love, to meet someone with love, to take pity on someone			
402	a feeling of love, loving sensation, mercy			
403	to have mercy, pity, compassion	1141	PITY	noun
404	to go up	705	GO UP (ASCEND)	verb
405	high	1265	HIGH	adjective
406	to go up, rise; to attack, assail, jump, launch oneself (upon)	705	GO UP (ASCEND)	verb
407	to ascend, go up	705	GO UP (ASCEND)	verb
408	(pa.) to exalt; to raise up			
409	to be, become high	1579	BE	verb
410	wild animal	958	WILD ANIMAL	noun
411	open country, wild, uncultivated place	2230	UNTAMED OR WILD	adjective
412	mountain; open country	639	MOUNTAIN	noun
413	pasture, open fields; field, arable land	212	FIELD	noun
414	to be different; to be late	425	BE LATE	adjective
415	to delay;  to tarry, be delayed; to be outstanding	425	BE LATE	adjective
416	to be behind; pi  to delay, to detain	1686	BEHIND	other
417	another; later, following	197	OTHER	other
418	II. to delay, postpone; to make smb retreat; to be late; go back	425	BE LATE	adjective
419	to be high, tall	711	TALL	adjective
420	to grow thickly, abundantly			
421	to be high, lofty	1265	HIGH	adjective
422	to be naked	590	NAKED	adjective
423	to be naked, unrigged	590	NAKED	adjective
424	to snore	1983	SNORE	verb
425	whale	957	WHALE	noun
426	a marine animal			
427	to lie down, to rest (mostly of animals)	215	LIE DOWN	verb
428	to lie down; to be at peace; to lurk	215	LIE DOWN	verb
429	to rest, lie down	168	REST	verb
430	to lie down, rest (of animals) (mostly of animals); to lurk	215	LIE DOWN	verb
431	to lie down (animals)	215	LIE DOWN	verb
432	to be silent (?)	48	BE SILENT	verb
433	to be at rest			
434	rest	168	REST	verb
435	to fall	1280	FALL	verb
436	to be silent	48	BE SILENT	verb
437	to be quiet	1314	QUIET	adjective
438	to lie at rest, to keep quiet			
439	to encamp, to lodge, to rest	168	REST	verb
440	road	667	ROAD	noun
441	way, path	2252	PATH	noun
442	footstep, trace	318	FOOTPRINT	noun
443	place, site, location	723	PLACE (POSITION)	noun
444	who, that, which (relative particle); that, so that	1235	WHO	other
445	place	723	PLACE (POSITION)	noun
446	remain, relic, trace	987	REMAIN	verb
447	path, trace, track, footprint	2252	PATH	noun
448	to look for; to search; to examine	1468	LOOK FOR	verb
449	to look for, to search for	1468	LOOK FOR	verb
450	to reveal, to show	1039	SHOW	verb
451	to enquire			
452	to examine, search, spy	1468	LOOK FOR	verb
453	to strive after, pursue, desire; to request	1047	PURSUE	verb
454	to seek, to desire	2117	DESIRE	verb
455	in front of, before	1883	IN FRONT OF	other
456	front	2194	FRONT (PART)	noun
457	in front of	1883	IN FRONT OF	other
458	in front; east; before, earlier, in olden days	1882	BEFORE	other
459	before; in the presence of	1882	BEFORE	other
460	before, in front of	1882	BEFORE	other
461	lord	3153	LORD	noun
462	lady	2471	LADY	noun
463	(a synonym for lord, master)	383	MASTER	noun
464	lord, owner	1036	OWNER	noun
465	husband; landowner, citizen	1200	HUSBAND	noun
466	owner, husband	1200	HUSBAND	noun
467	owner, lord	1036	OWNER	noun
468	owner, possessor; master	1036	OWNER	noun
469	?			
470	to begin	1806	BEGIN	verb
471	to release	1095	LET GO OR SET FREE	verb
472	to let loose			
473	to loosen	1933	LOOSEN	verb
474	to throw off, to remove			
475	to pardon, to absolve, to forgive	1528	FORGIVE	verb
476	to burn	2102	BURN	verb
477	to set afire, to kindle, to burn	2102	BURN	verb
478	to burn, to burn up	2102	BURN	verb
479	to be	1579	BE	verb
480	to change, to turn into	1264	CHANGE	verb
481	to become, to lie	1990	BECOME	verb
482	to come to pass, to occur, to be, to become	1579	BE	verb
483	to be; to endure, last; to become, result, be made	1579	BE	verb
484	bull, ox	1008	BULL	noun
485	cow	1007	COW	noun
486	face	1560	FACE	noun
487	to face, to go forward	1560	FACE	noun
488	to turn	1588	TURN	verb
489	to turn around	1444	TURN AROUND	verb
490	side; region; place	723	PLACE (POSITION)	noun
491	yard, exterior court	736	YARD	noun
492	to pass away, to vanish	1494	DIE	verb
493	way, path, side	2252	PATH	noun
494	way, path road, course, side	682	SIDE	noun
495	to send away			
496	to come in, to enter	749	ENTER	verb
497	setting of the sun			
498	pledge			
499	sunset	2295	SUNSET	noun
500	to enter	749	ENTER	verb
501	to give a guarantee or pledge, stand surety for, leave a deposit			
502	guarantor, surety			
503	sunset, west	1817	WEST	noun
504	to go away, to depart; to hide, to disappear; to be foreign or obscure	2486	HIDE	verb
505	rod			
506	stick, staff	1295	STICK	noun
507	branch	1531	BRANCH	noun
508	to bring	692	BRING	verb
509	to bring, to transport	692	BRING	verb
510	to carry, to bring, to take	1749	TAKE	verb
511	flood, the Deluge	613	HIGH TIDE	noun
512	(hip.) to bring	692	BRING	verb
513	to lead; to deilver; to translate	43	LEAD (GUIDE)	verb
514	to be big, great; to be numerous	1202	BIG	adjective
515	fat, thick, large	1244	THICK	adjective
516	fattened sheep			
517	(hip.) to multiply			
518	strong, mighty, many, numerous	1198	MANY	other
519	to be great, big	1202	BIG	adjective
520	honored, honorable, glorious, magnificent, famous, illustrious, noble, precious	3002	PRECIOUS	adjective
521	soul (as receptacle of vital energy)	811	SOUL	noun
522	life, soul	210	LIFE	noun
523	Appetit, Begehren; Seele; Lebewesen, Mensch (appetit, desire; soul; living thing; human)	811	SOUL	noun
524	soul, spirit, breath, life, etc.	210	LIFE	noun
525	to support, to lean upon			
526	to dam a canal, to cover (?)	761	COVER	verb
527	height	2985	HEIGHT	noun
528	kind of bird			
529	rooster, cock	1511	ROOSTER	noun
530	a bird	937	BIRD	noun
531	(pl.) nom d'oiseaux fabuleux (name of fabulous birds)			
532	name of a fictious bird			
533	cattle	1153	CATTLE	noun
534	bull, ox; (head) of cattle; beef	1008	BULL	noun
535	(head of) cattle; bullock; yearling calf, young (head of) cattle	1153	CATTLE	noun
536	lamb	820	LAMB	noun
537	sheep; sheep and goats; ram	1331	SHEEP	noun
538	kind of bird (plover or cormorant)	840	CORMORANT	noun
539	a bird; large vulture, eagle	1905	EAGLE	noun
540	a small predatory mammal			
541	young dog, puppy; cub of a wild animal	74	PUPPY	noun
542	dog, cur	2009	DOG	noun
543	puppy, puppydog	74	PUPPY	noun
544	mordre, saisir avec les dents (to bite, to grasp with teeth)			
545	repaire d'une bête feroce (lair of a ferocious beast)			
546	chat	2903	CHAT (WITH SOMEBODY)	verb
547	kind of wild cat			
548	lynx	3314	LYNX	noun
549	wild cat	2241	WILD CAT	noun
550	kind of snake (viper?)			
551	viper			
552	a snake	730	SNAKE	noun
553	vipère (viper)			
554	adder, viper			
555	locust	810	LOCUST	noun
556	migratory locust			
557	crab	2348	CRAB	noun
558	locusta marina			
559	cow, heifer	1007	COW	noun
560	jeune taureau (young bull)			
561	antilope			
562	génisse (heifer)			
563	wild goat			
564	buck (of gazelle or mountain goat)	2475	MALE GOAT	noun
565	mountain goat			
566	kind of antelope			
567	hare	1190	HARE	noun
568	rabbit	1136	RABBIT	noun
569	hare, rabbit	1136	RABBIT	noun
570	bird used for decoy			
571	decoy bird			
572	beeeater			
573	guépier (oiseau) (beetree (bird)			
574	pinion, wing	1257	WING	noun
575	wing, fin	1257	WING	noun
576	wing	1257	WING	noun
577	pinion			
578	feather; limb	1201	FEATHER	noun
579	bone of leg/arm; limb	1673	ARM	noun
580	radius and ulna (the two bones of the human forearm)			
581	limb, part	779	PART	noun
582	forest, wood	420	FOREST	noun
583	wood, timber	1803	WOOD	noun
584	grass, herb	606	GRASS	noun
585	grass; herb; spring	606	GRASS	noun
586	growth, spring; grass	606	GRASS	noun
587	spring rain			
588	(wild) goat gazelle			
589	gazelle	5	GAZELLE	noun
590	(pl. ˀarāwiyy, ˀarwā) mountaingoat			
591	a mythical reptile, dragon	2038	DRAGON	noun
592	dragon; a star which covers the sun making an eclipse; lunar eclipse	2038	DRAGON	noun
593	serpentidol of bronze; field snake			
594	donkey mare			
595	mare; sheass, donkey mare	938	MARE	noun
596	donkey, sheass	1862	DONKEY	noun
597	sheass			
598	sheass; ass	1862	DONKEY	noun
599	sheass, domestic or wild	2230	UNTAMED OR WILD	adjective
600	elbow, forearm	981	ELBOW	noun
601	forearm; cubit	446	LOWER ARM	noun
602	cubit			
603	cubit, forearm	446	LOWER ARM	noun
604	chest, breast	1402	BREAST	noun
605	testiculus			
606	testicle	797	TESTICLES	noun
607	lèvre du vagin de la femme (woman's vagina lip)			
608	testicle, genitalia of man and woman	797	TESTICLES	noun
609	(lock/tuft of) hair, curl, fleece	1040	HAIR	noun
610	fleece; lock of hair, wad or tuft of wool			
611	(pl. ˁedḳē; ˁetḳē) lock of hair; fringes			
612	a piece of colored wool that is hung around the neck of an animal to recognize it			
613	heel	980	HEEL	noun
614	hock, heel	980	HEEL	noun
615	(basic stem) to accept or perform a property transfer, to succeed, to effect an exchange of goods; (intensive stem) to place obstacles, traps, to oppose	1112	SUCCEED	verb
616	the very back, the end; result, wages	1122	WAGES	noun
617	heel; hoof	980	HEEL	noun
618	to come after somebody, to follow, to succeed	1085	FOLLOW	verb
619	to guard, to watch, to keep safe	1650	WATCH	verb
620	ear of corn			
621	ear, spike	1247	EAR	noun
622	ear, spike (of corn)	1247	EAR	noun
623	ear; spike of corn	1247	EAR	noun
624	ear of corn, grain	605	GRAIN	noun
625	straw	2299	STRAW	noun
626	thistle			
627	an illsmelling, thorny plant			
628	red starthistle			
629	elm	3317	ELM	noun
630	rush	2860	BOLT (MOVE IN HASTE)	verb
631	reed, cane	659	REED	noun
632	tamarisk			
633	(a plant)			
634	alfa			
635	type of a wild pumpkin; colocynth			
636	colocynth			
637	colocynth (type of a wild pumpkin)			
638	(type of a tree)			
639	moringa			
640	(a thorny plant)			
641	boxthorn (lycium barbarum)			
642	thorny plant			
643	willow	818	WILLOW	noun
644	(a big poplar)			
645	a large tree; terebinth(?)			
646	mighty tree			
647	oak	644	OAK	noun
648	a large tree; oak(?)	644	OAK	noun
649	a kind of tree			
650	juniper			
651	cypress	3243	CYPRESS	noun
652	cedar	3929	BRAZILIAN CEDAR	noun
653	resin of tamarisk			
654	to be deep	1593	DEEP	adjective
655	valley	921	VALLEY	noun
656	to become deep; to be sunk down			
657	a cultivated plant, shoot, seed, grain, cereal, vegetable	714	SEED	noun
658	malt			
659	gardener			
660	plants that are neither trees, nor bushes; greens, vegetables, all plants that are gathered after being sown	924	VEGETABLES	noun
661	plant, grass, vegetation	606	GRASS	noun
662	wheat	1077	WHEAT	noun
663	edible grain (wheat or barley)	932	BARLEY	noun
664	grain, seed	605	GRAIN	noun
665	to tear out			
666	to scrape off	1767	SCRAPE	verb
667	to defeat	782	DEFEAT	noun
668	to seize, to carry off by force, to take hastily, to snatch away	855	SEIZE	verb
669	garlic	2368	GARLIC	noun
670	leek			
671	(an alliaceous plant)			
672	(a plant belonging to cucurbits)			
673	melon, gourd, cucumber (a member of the genus Cucurbitaceae)	411	GOURD	noun
674	common cucumber			
675	a plant belonging to cucurbits			
